Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
81.0,T33-EUXC ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34968.0,14/8/2018,
82.0,T33-UES5 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34960.0,14/8/2018,
83.0,T33-GVZR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,33774.0,14/8/2018,
84.0,T33-ZN7H ,Benzyl Penicillin,Vitamin C,Suspicious,F,,34844.0,6/9/2018,
85.0,T33-T5OP ,Benzyl Penicillin,Starch,Suspicious,F,Yes,34951.0,14/8/2018,
86.0,T33-ZBV9 ,Benzyl Penicillin,Starch,Suspicious,F,Yes,34975.0,14/8/2018,
87.0,T33-P7H4 ,Benzyl Penicillin,Lactose,Suspicious,F,,34945.0,14/8/2018,
88.0,T33-KAJ2 ,Benzyl Penicillin,Lactose,Suspicious,F,,32961.0,21/9/2018,
89.0,T33-GA9T ,Benzyl Penicillin,Lactose,Suspicious,F,,34961.0,14/8/2018,
90.0,T33-GX7I ,Benzyl Penicillin,Lactose,Suspicious,F,,34973.0,14/8/2018,
91.0,T33-70N6 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34838.0,7/9/2018,
92.0,T33-GZGC ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34724.0,21/9/2018,
93.0,T33-IX1B ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34755.0,21/9/2018,
94.0,T33-6RXG ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33776.0,20/8/2018,
95.0,T33-1B3G ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33781.0,20/8/2018,
96.0,T33-QK0Y ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34825.0,7/9/2018,
97.0,T33-W8UX ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34826.0,7/9/2018,
98.0,T33-BGZN ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34837.0,7/9/2018,
99.0,T33-N8JG ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33780.0,20/8/2018,
100.0,T33-JASH ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34829.0,7/9/2018,
101.0,T33-13DZ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33799.0,20/8/2018,
102.0,T33-JZ0H ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34836.0,7/9/2018,
103.0,T33-XD1F ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33772.0,20/8/2018,
104.0,T33-BCW7 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,33769.0,20/8/2018,
105.0,T33-TQN1 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,34830.0,7/9/2018,
106.0,T33-HNXN ,Penicillin Procaine,Benzyl Penicillin,Suspicious,D,,34831.0,7/9/2018,
107.0,T33-35KW ,Penicillin Procaine,Lactose,Suspicious,D,,34827.0,7/9/2018,
108.0,T33-NN9F ,Penicillin Procaine,Lactose,Suspicious,D,,34839.0,7/9/2018,
109.0,T33-L3EV ,Penicillin Procaine,Lactose,Suspicious,D,,34828.0,7/9/2018,
110.0,T33-9VDY ,Penicillin Procaine,Starch,Suspicious,D,,34846.0,7/9/2018,
111.0,T33-4WF5 ,Penicillin Procaine,Starch,Suspicious,D,,34845.0,7/9/2018,
112.0,T33-N2QL ,Penicillin Procaine,Starch,Suspicious,D,,34824.0,7/9/2018,
113.0,T33-8KXF ,Penicillin Procaine,Cellulose,Suspicious,D,,33778.0,20/8/2018,
114.0,T33-KJLX ,Penicillin Procaine,Cellulose,Suspicious,D,,34759.0,21/9/2018,
115.0,T33-6PYF ,Penicillin Procaine,Vitamin C,Suspicious,D,,34843.0,7/9/2018,
116.0,T33-GHTE ,Penicillin Procaine,Vitamin C,Suspicious,D,,33771.0,20/8/2018,
117.0,T33-Z8HI ,Penicillin Procaine,Vitamin C,Suspicious,D,,33777.0,20/8/2018,
118.0,T33-HRUZ ,Penicillin Procaine,Vitamin C,Suspicious,D,,33779.0,20/8/2018,
119.0,T33-A8UV ,Penicillin Procaine,Vitamin C,Suspicious,D,,33773.0,20/8/2018,
120.0,T33-1PMG ,Penicillin Procaine,Vitamin C,Suspicious,D,,32122.0,21/9/2018,
121.0,T33-V6TQ ,Quinine ,Quinine ,Quinine,,,32190.0,4/9/2018,
122.0,T33-1KC3 ,Quinine ,Quinine ,Quinine,,,34637.0,20/9/2018,
123.0,T33-HAZI ,Quinine ,Quinine ,Quinine,,,34635.0,11/8/2018,
124.0,T33-3AGW ,Quinine ,Quinine ,Quinine,,,34792.0,12/8/2018,
125.0,T33-HVPN ,Quinine ,Quinine ,Quinine,,,32200.0,4/9/2018,
126.0,T33-6TUY ,Quinine ,Quinine ,Quinine,,,32209.0,4/9/2018,
127.0,T33-HAZD ,Quinine ,Quinine ,Quinine,,,34793.0,12/8/2018,
128.0,T33-SA4N ,Quinine ,Quinine ,Quinine,,,32197.0,4/9/2018,
129.0,T33-FWIH ,Quinine ,Quinine ,Quinine,,,32211.0,4/9/2018,
130.0,T33-C2CQ ,Quinine ,Quinine ,Quinine,,,34634.0,12/8/2018,
131.0,T33-9UQ2 ,Quinine ,Quinine ,Quinine,,,32215.0,4/9/2018,
132.0,T33-F7ON ,Quinine ,Quinine ,Quinine,,,32208.0,4/9/2018,
133.0,T33-6KC8 ,Quinine ,Quinine ,Quinine,,,32214.0,4/9/2018,
134.0,T33-VAKB ,Quinine ,Quinine ,Quinine,,,32201.0,4/9/2018,
135.0,T33-I6LA ,Quinine ,Quinine ,Quinine,,,34948.0,12/8/2018,
136.0,T33-DEQK ,Quinine ,Quinine ,Quinine,,,32202.0,4/9/2018,
137.0,T33-H7TX ,Quinine ,Lactose,Suspicious,D,,32213.0,4/9/2018,
138.0,T33-HJ6Z ,Quinine ,Lactose,Suspicious,D,,34963.0,12/8/2018,
139.0,T33-BVYU ,Quinine ,Lactose,Suspicious,D,,32210.0,4/9/2018,
140.0,T33-QG8J ,Quinine ,Lactose,Suspicious,D,,34962.0,12/8/2018,
141.0,T33-NXVV ,Quinine ,Starch,Suspicious,D,Yes,34967.0,12/8/2018,
142.0,T33-9LDR ,Quinine ,Starch,Suspicious,D,Yes,32212.0,4/9/2018,
143.0,T33-WEED ,Quinine ,Cellulose,Suspicious,D,,32193.0,4/9/2018,
144.0,T33-A4RK ,Quinine ,Cellulose,Suspicious,D,,32194.0,4/9/2018,
145.0,T33-OBPB ,Quinine ,Vitamin C,Suspicious,D,,32189.0,4/9/2018,
146.0,T33-WTWQ ,Quinine ,Vitamin C,Suspicious,D,,34950.0,12/8/2018,
147.0,T33-VXDP ,Quinine ,Vitamin C,Suspicious,D,,34949.0,12/8/2018,
148.0,T33-URKX ,Quinine ,Vitamin C,Suspicious,D,,32192.0,4/9/2018,
149.0,T33-T2YN ,Quinine ,Vitamin C,Suspicious,D,,32203.0,4/9/2018,
150.0,T33-A3D3 ,Quinine ,Vitamin C,Suspicious,D,,34638.0,20/9/2018,
,,,,,,,,Cells with info,
,,,,,,,,150,
